,Award?,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
978,0,,55661,0,3,1,1,15107,13,0,0,5387
979,0,,84949,0,4,1,1,41854,15,0,0,5336
980,0,,139897,0,3,1,1,21065,28,50,1,5329
981,0,,155587,0,1,1,1,6893,9,0,0,5279
982,0,,24310,0,1,1,1,2815,6,0,0,5266
983,0,,106115,0,3,1,1,16197,21,500,1,5219
984,1,,238641,0,5,1,1,61971,15,850,2,5849
985,0,,70671,0,1,1,1,0,0,0,0,5850
986,1,,31593,0,1,1,1,3128,12,0,0,5846
987,0,,101397,0,3,1,1,19173,12,0,0,5847
988,0,,133052,0,3,1,1,17424,15,0,0,5843
989,0,,37252,0,3,1,1,15774,19,0,0,5842
990,0,,15241,0,1,1,1,0,0,0,0,5840
991,1,,21101,0,1,1,1,7171,32,0,0,5839
992,0,,80612,0,4,1,1,32334,20,0,0,5839
993,1,,45542,0,5,1,1,59012,14,0,0,5835
994,1,,5274,0,1,1,1,2074,11,0,0,5834
995,0,,101089,0,3,1,1,23503,17,0,0,5834
996,0,,7560,0,1,1,1,0,0,0,0,5833
997,1,,255797,0,5,1,1,62107,16,0,0,5832
998,0,,192046,0,4,1,1,54818,52,1200,3,5829
999,0,,370596,0,5,1,1,50120,12,0,0,5826
1000,0,,141491,0,5,1,1,63060,6,0,0,5827
1001,1,,89527,0,3,1,1,22206,14,0,0,5821
1002,0,,330644,0,1,1,1,0,0,0,0,5822
1003,0,,49430,0,4,1,1,31471,16,0,0,5822
1004,0,,114070,0,2,1,1,16293,24,250,1,5818
1005,0,,124004,0,2,1,1,9982,12,0,0,5815
1006,0,,10497,0,1,1,1,0,0,0,0,5815
1007,1,,8327,0,1,1,1,2900,4,150,1,5814
1008,0,,25463,0,2,1,1,7973,14,0,0,5813
1009,1,,85036,0,4,1,1,43825,21,0,0,5807
1010,1,,11449,0,1,1,1,24415,11,0,0,5864
1011,0,,54392,0,1,1,1,0,0,0,0,5807
1012,0,,52577,0,1,1,1,441,12,0,0,5804
1013,1,,80174,0,1,1,1,500,1,0,0,5804
1014,0,,96827,1094,1,1,1,12100,19,8100,17,5801
1015,1,,9489,0,1,1,1,5359,14,0,0,5807
1016,1,,57587,0,1,1,1,2620,6,0,0,5799
1017,0,,131306,0,3,1,1,32115,15,0,0,5797
1018,0,,39985,0,3,1,1,15103,21,0,0,5794
1019,0,,71627,0,1,1,1,3225,9,600,2,5793
1020,0,,161396,0,3,1,1,26695,11,1000,2,5792
1021,0,,81300,0,1,1,1,3750,5,250,3,5791
1022,1,,66015,0,2,1,1,26706,30,2676,7,5790
1023,0,,7800,0,1,1,1,200,1,0,0,5787
1024,0,,27348,0,1,1,1,3084,4,0,0,5824
1025,1,,153554,0,1,1,1,11786,6,1750,4,5784
1026,0,,42990,0,1,1,1,5345,3,0,0,5804
1027,1,,16664,0,1,1,1,0,0,0,0,5778
1028,0,,37618,0,3,1,1,17385,7,0,0,5818
1029,0,,53384,0,3,1,1,16907,12,0,0,5778
1030,0,,43326,0,1,1,1,1100,7,1100,7,5776
1031,0,,113683,0,3,1,1,11821,12,0,0,5773
1032,1,,77930,0,4,1,1,37541,35,3600,18,5773
1033,1,,27625,0,3,1,1,27799,16,500,1,5772
1034,0,,33835,0,1,1,1,2280,7,1000,2,5771
1035,0,,170049,3692,2,1,1,10232,16,750,2,5770
1036,0,,154664,0,4,1,3,73881,33,0,0,5769
1037,1,,36935,0,4,1,1,34448,17,0,0,5766
1038,0,,67904,0,1,1,1,81,1,0,0,5764
1039,1,,57434,0,2,1,1,11140,16,0,0,5770
1040,0,,11031,0,1,1,1,1600,5,0,0,5762
1041,0,,78268,0,1,1,1,6172,13,500,1,5758
1042,1,,98213,0,5,1,1,68013,29,0,0,5755
1043,1,,9430,0,3,1,1,11323,13,0,0,5756
1044,1,,5195,0,1,1,1,33050,3,50,1,5755
1045,0,,9793,0,1,1,1,3100,2,0,0,5755
1046,1,,34690,0,3,1,1,18124,14,0,0,5752
1047,0,,138368,0,5,1,1,68663,13,0,0,5755
1048,0,,63547,0,4,1,1,31745,14,0,0,5748
1049,0,,217130,0,4,1,1,51202,20,0,0,5745
1050,0,,14106,0,1,1,1,475,4,0,0,5749
1051,0,,44026,0,2,1,1,12282,18,634,1,5738
1052,1,,62183,1896,4,1,1,38635,18,0,0,5738
1053,1,,165534,0,5,1,1,71312,18,1000,2,5736
1054,0,,45358,0,3,1,1,14507,9,0,0,5735
1055,1,,72325,0,5,1,1,56792,16,0,0,5731
1056,0,,190285,0,5,1,1,69262,16,348,1,5728
1057,0,,235567,0,3,1,1,16106,15,0,0,5728
1058,1,,305519,0,5,1,1,79216,27,650,3,5724
1059,0,,161546,0,1,1,1,8042,6,600,2,5722
1060,0,,38884,0,1,1,1,2850,13,500,1,5729
1061,1,,42040,1000,1,1,1,14189,17,4034,13,5717
1062,0,,96988,0,2,1,1,7761,14,0,0,5715
1063,1,,24394,0,1,1,1,3250,3,250,1,5713
1064,1,,354641,0,5,1,1,77694,29,3600,9,5710
1065,1,,39313,0,3,1,1,24091,16,0,0,5706
1066,1,,468,0,1,1,1,26650,14,550,3,5708
1067,0,,146014,0,4,1,1,26366,17,700,3,5822
1068,1,,42999,0,4,1,1,33801,12,350,1,5653
1069,0,,37163,0,3,1,1,19318,14,0,0,4988
1070,1,,6158,0,4,1,1,27754,14,0,0,5546
1071,0,,108904,0,3,1,1,19931,17,0,0,5255
1072,0,,25168,0,1,1,1,500,1,500,1,5547
1073,0,,68454,0,3,1,1,13667,12,0,0,5559
1074,0,,70877,0,2,1,1,8956,15,0,0,5696
1075,0,,1057,0,1,1,1,433,5,0,0,5622
1076,1,,35342,0,5,1,1,70454,12,0,0,5534
1077,0,,16992,0,1,1,1,0,0,0,0,5582
1078,1,,2558,0,1,1,1,6264,10,0,0,5581
1079,1,,196093,0,1,1,1,14000,3,0,0,5595
1080,1,,269558,0,1,1,1,10000,1,0,0,5472
1081,0,,88500,0,1,1,1,2500,2,0,0,5090
1082,0,,8719,0,1,1,1,2000,9,0,0,5671
1083,1,,36936,0,1,1,1,2875,16,0,0,5492
1084,1,,427357,0,2,1,1,6027,12,0,0,5587
1085,0,,258422,0,4,1,1,48708,17,0,0,5657
1086,0,,75428,0,2,1,1,7539,14,0,0,5609
1087,1,,34383,0,3,1,1,22956,12,0,0,5611
1088,0,,82120,0,1,1,1,8000,3,0,0,5619
1089,0,,34546,0,1,1,1,1500,2,0,0,5612
1090,0,,92641,0,1,1,1,5265,6,0,0,5568
1091,0,,95100,0,1,1,1,1250,3,1250,3,5671
1092,0,,19960,0,1,1,1,0,0,0,0,4896
1093,1,,47150,0,4,1,1,39561,18,0,0,5577
1094,1,,1650,0,1,1,1,1250,3,250,1,5554
1095,1,,100992,0,1,1,1,8144,16,409,2,5422
1096,1,,68610,0,2,1,1,6115,12,0,0,5349
1097,0,,75684,0,2,1,1,27320,9,0,0,5316
1098,0,,42438,0,1,1,1,519,10,0,0,5349
1099,1,,17645,0,4,1,1,60978,20,0,0,5660
1100,0,,24545,0,1,1,1,0,0,0,0,5671
1101,0,,84633,0,3,1,1,10771,10,0,0,5479
1102,1,,103891,1388,5,1,1,140573,21,1150,3,5699
1103,1,,39847,0,5,1,1,95918,38,150,1,5694
1104,0,,47938,0,3,1,1,12656,13,0,0,5708
1105,1,,88929,0,4,1,1,44932,20,650,2,5694
1106,0,,129866,0,5,1,1,66150,30,0,0,5692
1107,0,,22585,0,1,1,1,3430,3,0,0,5689
1108,1,,47394,0,2,1,1,31347,19,2150,5,5688
1109,0,,73640,0,2,1,1,10192,14,0,0,5156
1110,0,,247743,0,4,1,1,51296,20,500,1,5087
1111,1,,295008,0,5,1,1,136704,27,0,0,5028
1112,0,,117543,4116,4,1,1,32355,21,600,2,4954
1113,0,,102803,0,5,1,1,90605,20,0,0,5701
1114,0,,89945,0,2,1,1,14218,16,350,1,5680
1115,1,,739476,0,1,1,1,24215,8,322,1,5678
1116,0,,69337,0,3,1,1,17740,13,0,0,5667
1117,0,,140866,0,3,1,1,15906,17,0,0,5672
1118,0,,25634,2505,1,1,1,0,0,0,0,5663
1119,0,,82078,0,4,1,1,40279,9,0,0,5664
1120,0,,33327,0,1,1,1,1000,1,0,0,5664
1121,0,,95783,0,3,1,1,14506,13,0,0,5659
1122,0,,27591,0,1,1,1,8209,34,1800,16,5659
1123,1,,82114,0,5,1,1,58335,15,0,0,5658
1124,1,,15917,2586,5,1,1,105449,25,200,2,5653
1125,0,,140511,0,4,1,1,32105,16,0,0,5651
1126,1,,375927,0,2,1,1,18202,30,1100,3,5652
1127,0,,28223,0,2,1,1,8625,12,0,0,5651
1128,0,,33129,0,3,1,1,30775,14,500,1,5647
1129,0,,1625,0,1,1,1,1375,4,0,0,1547
1130,1,,52819,0,4,1,1,37535,15,1000,2,5645
1131,1,,3507,1745,1,1,1,14500,7,0,0,5643
1132,0,,14769,0,1,1,1,500,1,0,0,5639
1133,0,,37215,0,2,1,1,8199,8,0,0,5637
1134,1,,115655,0,4,1,1,64968,21,500,1,5631
1135,1,,179251,0,3,1,1,14775,16,200,2,5629
1136,1,,24418,0,2,1,1,12533,13,0,0,5626
1137,0,,34562,0,1,1,1,1770,9,250,3,5622
1138,1,,144570,0,4,1,1,49052,15,0,0,5617
1139,0,,24813,0,1,1,1,4066,10,0,0,5225
1140,1,,48803,0,5,1,1,72129,14,0,0,5107
1141,1,,22116,0,3,1,1,20809,14,0,0,5463
1142,0,,8516,0,1,1,1,0,0,0,0,5566
1143,0,,36079,0,3,1,1,22506,22,150,1,5323
1144,1,,16872,0,1,1,1,28964,7,0,0,5479
1145,1,,62895,0,1,1,1,8500,4,0,0,5520
1146,1,,7383,0,1,1,1,7225,11,2750,7,5238
1147,1,,2261,0,1,1,1,15062,2,0,0,5556
1148,1,,66950,0,1,1,1,17303,20,2000,8,5464
1149,0,,84856,0,1,2,1,6894,13,0,0,5547
1150,1,,71128,2919,1,1,1,17950,17,4450,11,5162
1151,0,,39654,0,1,1,1,1625,6,0,0,5518
1152,0,,25214,0,1,1,1,1000,1,0,0,5598
1153,0,,48775,0,3,1,1,17494,15,0,0,5588
1154,1,,81952,0,5,1,1,64754,22,0,0,5427
1155,1,,46535,0,3,1,1,25891,14,150,1,5399
1156,0,,23130,0,1,1,1,5032,10,0,0,5500
1157,0,,100443,0,3,1,1,12744,21,0,0,5492
1158,0,,139664,0,5,1,1,63706,14,0,0,5505
1159,0,,31769,0,1,1,1,0,0,0,0,5464
1160,1,,60170,0,3,1,1,17235,14,0,0,5351
1161,0,,33373,0,1,1,1,0,0,0,0,5427
1162,0,,59385,0,3,1,1,22914,11,0,0,5476
1163,0,,210040,0,5,1,1,77333,39,0,0,5517
1164,1,,23379,0,2,1,1,11712,25,0,0,5499
1165,0,,22372,0,3,1,1,14766,12,0,0,4950
1166,0,,23120,0,1,1,1,4231,7,0,0,5615
1167,0,,46157,0,1,1,1,1625,3,500,1,5609
1168,1,,94896,0,4,1,1,38127,15,500,1,5602
1169,1,,12091,0,4,1,1,29271,15,0,0,5609
1170,1,,56451,0,2,1,1,9302,11,0,0,5597
1171,1,,106309,0,3,1,1,21873,22,1200,4,5594
1172,0,,121853,0,3,1,1,18120,18,2000,4,5589
1173,1,,4137,0,3,1,1,15891,19,0,0,5588
1174,1,,21676,0,3,1,1,15392,15,100,1,5584
1175,0,,36644,0,3,1,1,14506,13,0,0,5583
1176,0,,77102,0,3,1,1,13175,20,1850,6,5581
1177,1,,32214,11148,3,1,1,12717,10,0,0,5576
1178,0,,42351,0,4,1,1,28959,14,0,0,5594
1179,0,,34450,0,1,1,1,26996,7,0,0,5566
1180,0,,4151,0,1,1,1,375,3,0,0,5570
1181,1,,60646,888,5,1,1,57011,18,50,1,5559
1182,1,,44331,0,1,1,1,2850,3,350,1,5555
1183,0,,76742,0,3,1,1,17910,13,0,0,5547
1184,0,,27993,0,1,1,1,6000,3,0,0,5542
1185,0,,67770,0,3,1,1,23960,15,0,0,5539
1186,1,,30554,0,4,1,1,38243,25,0,0,5324
1187,1,,123646,0,1,1,1,12450,30,2450,29,5069
1188,1,,837979,0,1,1,1,18372,15,1450,4,5373
1189,0,,6584,0,1,1,1,0,0,0,0,5118
1190,0,,17489,0,1,1,1,5565,4,0,0,5380
1191,0,,28941,0,1,1,1,2935,6,0,0,4692
1192,0,,19085,0,1,1,1,827,11,0,0,5244
1193,1,,56480,0,4,1,1,35841,31,500,1,5401
1194,0,,8320,0,1,1,1,0,0,0,0,5164
1195,0,,13640,0,1,1,1,1500,5,0,0,4923
1196,1,,14739,0,1,1,1,1800,4,800,3,5332
1197,0,,30594,0,1,1,1,3250,12,0,0,5017
1198,0,,11162,0,1,1,1,0,0,0,0,4950
1199,0,,15964,0,1,1,1,0,0,0,0,5325
1200,1,,5583,0,1,1,1,3147,14,0,0,5365
1201,0,,38822,0,1,1,1,2000,9,0,0,5304
1202,0,,2305,0,1,1,1,0,0,0,0,5105
1203,0,,39372,0,1,1,1,4296,10,0,0,5190
1204,1,,25125,0,1,1,1,1875,8,0,0,5147
1205,0,,10288,0,1,1,1,1250,3,0,0,5532
1206,1,,135149,0,1,1,1,15300,19,3800,17,5267
1207,1,,4916,0,1,1,1,900,3,800,2,5107
1208,0,,163976,0,4,1,1,39098,18,2594,4,4922
1209,0,,207021,0,1,1,1,3600,4,100,1,5412
1210,0,,104442,0,4,1,1,38180,23,1450,5,5029
1211,0,,131992,0,3,1,1,12504,16,0,0,5372
1212,0,,2278,0,1,1,1,0,0,0,0,5175
1213,1,,34086,0,3,1,1,19669,18,1500,3,5344
1214,0,,8740,0,1,1,1,1250,3,0,0,5395
1215,0,,241918,0,4,1,1,40945,13,0,0,5379
1216,1,,26748,0,3,1,1,11981,14,0,0,5408
1217,0,,65969,0,1,1,1,2550,5,1050,3,5419
1218,0,,10009,0,1,1,1,0,0,0,0,5353
1219,1,,378759,0,1,1,1,28904,9,2303,4,5408
1220,1,,40965,10098,1,1,1,9850,11,1850,6,5429
1221,1,,57509,0,4,1,1,52449,19,150,1,5441
1222,1,,71503,0,1,1,1,7819,17,0,0,5080
1223,0,,110247,0,3,1,1,13690,16,0,0,5272
1224,1,,83572,745,5,1,1,101110,27,1700,5,5231
1225,0,,106234,5124,2,1,1,11160,26,0,0,5238
1226,1,,28205,0,5,1,1,101685,16,0,0,5267
1227,1,,7239,0,3,1,1,15835,15,0,0,5343
1228,0,,63638,0,1,1,1,0,0,0,0,5155
1229,0,,31967,0,1,1,1,1600,4,350,2,5101
1230,0,,97752,0,1,1,1,3676,10,0,0,5309
1231,0,,8327,0,1,1,1,0,0,0,0,5268
1232,1,,10179,0,2,1,1,5321,15,0,0,4989
1233,0,,23786,0,1,1,1,16950,4,0,0,5364
1234,0,,33020,0,1,1,1,6155,25,1500,3,5322
1235,0,,35316,0,1,1,1,1250,4,500,1,5330
1236,0,,146086,0,1,1,1,6950,17,6950,17,5345
1237,0,,15352,0,1,1,1,1350,4,0,0,5359
1238,0,,13522,0,1,1,1,5000,1,0,0,5162
1239,0,,13949,0,1,1,1,0,0,0,0,5374
1240,1,,99405,0,1,1,1,14150,11,2150,9,5400
1241,0,,50016,0,3,1,1,13495,14,0,0,4548
1242,0,,23696,0,2,1,1,5577,10,0,0,5531
1243,0,,55384,967,1,1,1,0,0,0,0,5309
1244,0,,166465,0,4,1,4,98717,30,0,0,5531
1245,1,,95207,0,3,1,1,30652,30,2348,8,5531
1246,0,,80431,0,1,1,1,2150,2,150,1,5531
1247,1,,49288,0,3,1,1,12538,19,600,2,5353
1248,0,,81291,0,2,1,1,10522,14,1430,1,5154
1249,1,,48877,0,2,1,1,11761,35,371,2,5371
1250,1,,164884,0,4,1,1,35226,18,1734,2,5283
1251,0,,29707,0,1,1,1,300,3,0,0,5275
1252,1,,26325,0,2,1,1,14559,20,1310,2,5521
1253,0,,28553,0,3,1,1,13844,5,0,0,5517
1254,0,,152421,0,3,1,1,17045,20,500,1,5510
1255,1,,17699,0,1,1,1,0,0,0,0,5505
1256,1,,70565,2408,1,1,1,25261,15,750,2,5499
1257,0,,15450,0,1,1,1,50,1,50,1,5499
1258,1,,71736,0,5,1,1,53602,25,50,1,5485
1259,0,,37926,0,3,1,1,25153,7,0,0,5845
1260,0,,58628,0,3,1,1,22581,13,0,0,5471
1261,1,,31007,0,1,1,1,5700,6,1200,4,5465
1262,1,,11494,0,1,1,1,8425,15,4700,11,5487
1263,0,,27469,0,1,1,1,1,3,0,0,5461
1264,0,,44760,0,1,1,1,3105,6,100,2,5455
1265,1,,7210,0,1,1,1,2402,13,0,0,5449
1266,1,,92402,0,4,1,1,40825,14,0,0,5443
1267,1,,22831,0,1,1,1,4500,15,0,0,5442
1268,1,,59113,0,4,1,1,46808,32,0,0,5435
1269,1,,24608,0,5,1,1,62774,21,0,0,5430
1270,0,,16103,0,1,3,1,10819,13,0,0,5427
1271,1,,51261,0,1,1,1,2000,4,2000,4,4904
1272,0,,24698,0,1,1,1,1329,5,500,1,4267
1273,1,,88177,0,5,1,1,53468,19,400,1,5080
1274,0,,74453,0,1,1,1,5500,3,0,0,5181
1275,0,,39601,0,1,1,1,4066,12,0,0,5434
1276,0,,1227,0,1,1,1,0,0,0,0,5786
1277,1,,138254,0,1,1,1,24100,9,0,0,5420
1278,1,,18046,0,1,1,1,162,4,0,0,5416
1279,0,,108395,0,2,1,1,8598,8,0,0,5416
1280,0,,21839,0,1,1,1,1375,4,0,0,5411
1281,1,,11542,0,4,1,1,49100,16,1500,3,5405
1282,1,,41648,0,4,1,1,32117,35,2200,5,5408
1283,1,,39908,0,4,1,1,45824,29,0,0,5394
1284,0,,14889,0,1,1,1,1500,2,0,0,5393
1285,1,,103796,0,5,1,1,63335,26,250,1,5021
1286,0,,69323,0,1,1,1,5140,2,0,0,4786
1287,0,,21599,0,2,1,1,5561,13,0,0,5302
1288,1,,60936,0,5,1,1,56381,17,0,0,5051
1289,1,,148053,0,1,1,1,10250,2,250,1,5301
1290,0,,10702,0,1,1,1,200,2,200,2,5272
1291,1,,249,0,1,1,1,1000,1,0,0,5204
1292,1,,36290,0,1,1,1,8600,13,2600,9,5111
1293,0,,157416,0,5,1,1,67795,16,0,0,5132
1294,1,,1511,0,1,1,1,2250,11,0,0,5051
1295,0,,184701,0,4,1,1,45629,13,500,1,4989
1296,0,,139298,0,1,1,1,0,0,0,0,4965
1297,0,,82380,0,1,1,1,2601,13,0,0,5071
1298,1,,115591,867,1,1,1,9500,20,2500,16,4967
1299,0,,107333,0,1,1,1,4374,5,1874,4,5063
1300,0,,737514,0,3,1,4,43993,40,2150,7,5030
1301,0,,23023,0,1,1,1,0,0,0,0,5087
1302,1,,43403,1846,1,1,1,3350,12,3350,12,3930
1303,0,,15719,0,2,1,1,5740,13,0,0,4974
1304,0,,128676,0,1,1,1,8500,3,0,0,5164
1305,1,,8836,0,1,1,1,4788,6,808,3,4544
1306,1,,94875,0,5,1,1,58314,25,800,7,4736
1307,0,,27243,0,2,1,1,6785,12,0,0,4606
1308,0,,64969,0,1,1,1,1135,13,0,0,4996
1309,0,,6112,0,1,1,1,0,0,0,0,5072
1310,0,,71784,0,4,1,1,39276,20,0,0,4936
1311,0,,31484,0,1,1,1,3125,11,0,0,4117
1312,0,,17995,0,1,1,1,0,0,0,0,4994
1313,1,,40994,0,4,1,1,26916,15,500,1,5078
1314,1,,286101,1000,5,1,1,72965,31,3000,11,4666
1315,0,,205219,0,4,1,1,30347,19,0,0,4792
1316,1,,74777,0,2,1,1,20630,8,0,0,5384
1317,0,,218191,0,3,1,1,24630,17,0,0,5240
1318,0,,22132,0,1,1,1,0,0,0,0,5150
1319,1,,83508,1514,1,1,1,11268,13,2176,2,5069
1320,0,,88122,0,3,1,1,19408,13,0,0,5174
1321,1,,152284,0,5,1,1,77045,38,1648,10,4996
1322,1,,4146,0,1,1,1,3750,9,0,0,5210
1323,0,,25272,0,1,1,1,0,0,0,0,5189
1324,0,,21855,0,1,1,1,200,3,0,0,5383
1325,1,,63454,0,4,1,1,49068,13,0,0,5383
1326,1,,24292,0,2,1,1,6558,10,0,0,5276
1327,1,,60168,0,4,1,1,44133,16,0,0,4313
1328,1,,9554,0,1,1,1,2710,3,0,0,5064
1329,1,,30130,0,2,1,1,9192,15,0,0,4993
1330,0,,12665,0,1,1,1,4125,24,0,0,4539
1331,0,,9860,0,1,1,1,99,1,99,1,5055
1332,0,,10069,0,1,1,1,200,1,0,0,4933
1333,0,,2224,0,1,1,1,0,0,0,0,5098
1334,0,,40576,0,1,1,1,0,0,0,0,5118
1335,0,,5667,0,1,1,1,5667,4,0,0,4937
1336,0,,59791,0,1,1,1,3254,7,0,0,4602
1337,1,,128664,8019,4,1,1,44298,16,50,1,5155
1338,0,,126947,0,1,1,1,2350,2,350,1,5167
1339,0,,189235,0,3,1,1,20487,20,0,0,5282
1340,0,,38604,0,1,1,1,625,5,0,0,5184
1341,0,,73008,0,3,1,1,12930,18,0,0,5050
1342,0,,62942,500,1,1,1,4752,8,2121,6,5070
1343,0,,33057,763,1,1,1,5190,5,0,0,4828
1344,1,,42572,0,3,1,1,21809,14,100,1,5070
1345,0,,38671,0,1,1,1,2200,9,1000,5,5192
1346,0,,5320,0,1,1,1,2275,9,0,0,5084
1347,1,,228529,0,2,1,1,24687,14,500,1,4924
1348,1,,46272,0,1,1,1,5720,10,800,3,5092
1349,0,,113758,0,3,1,1,12616,14,0,0,5199
1350,0,,105458,0,1,1,1,750,4,700,2,4924
1351,1,,39946,0,3,1,1,16951,14,0,0,5282
1352,1,,92859,0,4,1,1,33378,15,0,0,5185
1353,1,,25158,0,5,1,1,52278,17,0,0,5079
1354,1,,82270,0,2,1,1,24612,6,0,0,5270
1355,0,,97155,0,2,1,1,10004,3,0,0,5244
1356,0,,153197,0,2,1,1,14712,17,100,1,5189
1357,1,,55864,0,1,1,1,3691,6,500,1,5251
1358,1,,23890,0,4,1,1,35574,19,0,0,5031
1359,0,,46545,1000,1,1,1,0,0,0,0,5066
1360,0,,7354,0,1,1,1,0,0,0,0,5050
1361,0,,45031,0,1,1,1,1000,1,0,0,5227
1362,1,,16125,0,3,1,1,23288,17,0,0,5210
1363,0,,200,0,1,1,1,200,1,200,1,5254
1364,1,,195754,0,5,1,1,98535,40,2550,9,5202
1365,0,,54189,0,2,1,1,8940,17,0,0,4791
1366,0,,15439,0,1,1,1,490,3,0,0,5147
1367,0,,56308,0,1,1,1,2500,3,1000,2,4688
1368,0,,1000,0,1,1,1,0,0,0,0,4769
1369,0,,45412,0,1,1,1,1100,3,1100,3,5163
1370,1,,21582,0,3,1,1,10811,15,0,0,4695
1371,0,,16866,0,1,1,1,0,0,0,0,5072
1372,1,,86011,0,4,1,1,31769,18,0,0,5381
1373,0,,31786,0,1,1,1,2661,10,0,0,5380
1374,1,,16994,0,1,1,1,1550,3,1050,2,5379
1375,0,,5824,0,1,1,1,0,0,0,0,5401
1376,0,,17587,0,1,1,1,17587,7,0,0,5367
1377,0,,1000,0,1,1,1,0,0,0,0,5367
1378,1,,91670,0,4,1,1,48193,17,1000,2,5365
1379,1,,92800,0,5,1,1,62042,23,350,1,5358
1380,0,,31134,0,3,1,1,20108,17,0,0,5352
1381,0,,57002,0,1,1,1,2570,13,0,0,5350
1382,0,,66516,0,4,1,1,45406,16,200,1,5311
1383,1,,18154,0,1,2,1,7748,16,0,0,5310
1384,1,,320997,2556,5,1,1,82255,24,0,0,5345
1385,1,,14345,0,4,1,1,50752,16,0,0,5487
1386,1,,43603,0,1,1,1,17100,4,100,1,5335
1387,0,,1836,0,1,1,1,850,4,350,3,5329
1388,1,,156041,0,2,1,1,5644,13,0,0,5324
1389,0,,49145,0,1,2,1,12755,22,2450,7,5323
1390,0,,11648,0,1,1,1,475,4,0,0,5318
1391,0,,14525,0,1,1,1,4625,28,0,0,5317
1392,0,,10689,0,1,1,1,2750,15,0,0,5315
1393,0,,37552,0,1,1,1,100,1,0,0,5340
1394,0,,210350,0,5,1,1,56754,14,0,0,5302
1395,1,,26156,0,3,1,1,23831,16,0,0,5297
1396,0,,32061,0,1,1,1,1100,6,0,0,5295
1397,0,,355145,0,5,1,1,61926,29,806,8,5288
1398,0,,6000,0,1,1,1,0,0,0,0,5286
1399,0,,30892,0,3,1,1,11474,11,0,0,5283
1400,0,,29263,0,3,1,1,15184,13,0,0,5279
1401,0,,221432,0,4,1,1,31975,21,0,0,5275
1402,0,,43761,0,1,1,1,5398,16,0,0,5268
1403,0,,21393,0,1,1,1,5040,2,0,0,5262
1404,1,,108950,0,1,1,1,3300,9,3300,9,5259
1405,1,,25089,0,4,1,1,40763,19,550,2,5259
1406,1,,77709,0,4,1,1,36028,19,100,2,5253
1407,1,,22533,1000,4,1,1,22206,17,100,1,5248
1408,0,,25302,0,3,1,1,11312,13,0,0,5245
1409,0,,11908,0,1,1,1,0,0,0,0,5240
1410,0,,176982,0,1,1,1,2299,9,0,0,5234
1411,1,,8723,0,5,1,1,77923,15,0,0,5231
1412,0,,9071,0,1,1,1,1647,9,0,0,5225
1413,0,,144848,0,4,1,1,37056,15,0,0,5219
1414,1,,130364,0,5,1,1,62083,15,250,1,5213
1415,1,,15592,4924,4,1,1,37173,13,0,0,5209
1416,0,,25404,0,1,1,1,2125,7,500,1,5203
1417,1,,34584,0,1,1,1,6962,21,1500,7,5202
1418,1,,32313,0,4,1,1,29188,27,0,0,5397
1419,0,,168897,0,4,1,1,37451,24,400,2,5189
1420,1,,68891,1697,4,1,1,37257,14,500,1,5178
1421,0,,18068,0,1,1,1,0,0,0,0,5174
1422,0,,137134,0,5,1,1,92740,20,0,0,5170
1423,1,,26561,0,1,1,1,100,1,0,0,4926
1424,0,,22093,0,3,1,1,14857,11,200,1,2587
1425,1,,58538,1739,4,1,1,48670,19,500,2,4352
1426,0,,29667,0,1,1,1,5304,19,0,0,4841
1427,0,,88093,0,3,1,1,15518,13,343,1,4660
1428,1,,472241,500,1,1,1,3600,12,3500,11,5045
1429,1,,62569,0,4,1,1,33765,19,50,1,4888
1430,1,,20982,0,4,1,1,44238,18,0,0,4716
1431,0,,44665,0,1,1,1,333,2,333,2,3601
1432,0,,22639,0,1,1,1,1840,4,0,0,5168
1433,1,,120152,0,1,1,1,6250,27,3750,26,4497
1434,0,,51402,0,1,1,1,4375,14,0,0,4978
1435,1,,32749,0,1,1,1,450,3,450,3,5050
1436,1,,170309,0,5,1,1,66546,20,4130,4,5009
1437,0,,18924,0,1,1,1,4000,18,0,0,5168
1438,1,,61919,0,4,1,1,39163,14,350,1,5157
1439,0,,193547,0,1,1,1,3544,12,0,0,5153
1440,1,,57927,0,1,1,1,1500,3,1500,3,5149
1441,0,,161321,0,5,1,1,59645,21,0,0,5147
1442,0,,66936,2370,1,1,1,3450,5,950,4,5147
1443,1,,72178,0,1,1,1,2100,10,0,0,5139
1444,0,,33964,0,1,1,1,300,3,0,0,5128
1445,0,,94272,0,3,1,1,11098,16,0,0,5121
1446,1,,53360,0,1,1,1,7251,5,6251,4,5120
1447,0,,3578,0,1,1,1,0,0,0,0,5114
1448,0,,29342,0,2,1,1,5835,4,0,0,5153
1449,1,,28228,0,3,1,1,12948,13,300,1,5108
1450,0,,118601,0,5,1,1,51240,19,0,0,5105
1451,1,,24660,0,2,1,1,7206,14,0,0,5136
1452,1,,147822,0,4,1,1,42469,18,0,0,5107
1453,0,,190208,0,4,1,1,37122,38,1800,6,5091
1454,0,,2625,0,1,1,1,125,1,0,0,5087
1455,1,,49438,0,4,1,1,33912,14,0,0,5085
1456,0,,24930,0,3,1,1,13060,9,0,0,5084
1457,0,,89835,0,2,1,1,9058,11,0,0,5080
